isin,instrumentsubtype,country,businessline,signoffgroup,portfolionumber,counterpartycode,asset_or_liability,amount
JP0000005518,Govt Bond,US,Wealth Management,Treasury Control,PTF_205,CP_9542,Liability,41744438.95
DE0000005528,Future,SG,Treasury,Product Control EQ,PTF_485,CP_7201,Liability,29386002.84
US0000005538,Commercial Paper,JP,Structured Products,Product Control EQ,PTF_628,CP_7649,Liability,40862752.08
DE0000005548,Repo,IE,Structured Products,Operations Signoff,PTF_106,CP_9222,Asset,21997735.54
GB0000005558,Corp Bond,SG,Wealth Management,Treasury Control,PTF_316,CP_3461,Asset,7872080.85
FR0000005568,Corp Bond,NL,Equities,Risk Management,PTF_930,CP_6410,Asset,24078424.89
JP0000005578,Repo,FR,Treasury,Product Control EQ,PTF_762,CP_7732,Asset,12187297.02
GB0000005588,Future,HK,Equities,Product Control EQ,PTF_744,CP_9399,Asset,44540429.59
GB0000005598,Govt Bond,DE,FX & Commodities,Product Control EQ,PTF_629,CP_7642,Asset,43926056.6
DE0000005608,Corp Bond,FR,Structured Products,Operations Signoff,PTF_582,CP_8891,Asset,10972093.92
JP0000005618,Future,DE,Treasury,Product Control EQ,PTF_738,CP_9369,Liability,8390246.47
DE0000005628,Repo,HK,Treasury,Product Control FI,PTF_335,CP_7196,Liability,6614998.86
US0000005638,FX Forward,SG,Treasury,Risk Management,PTF_946,CP_3450,Asset,8875222.1
FR0000005648,Future,US,Treasury,Operations Signoff,PTF_870,CP_2925,Asset,24114635.55
GB0000005658,Future,SG,Fixed Income,Risk Management,PTF_634,CP_7892,Liability,43741840.92
FR0000005668,Option,FR,Structured Products,Risk Management,PTF_458,CP_2600,Liability,6698485.87
JP0000005678,FX Forward,ES,Fixed Income,Treasury Control,PTF_712,CP_9908,Liability,12893959.79
US0000005688,Govt Bond,HK,Treasury,Product Control FI,PTF_632,CP_1117,Liability,32729033.31
DE0000005698,Option,CH,Fixed Income,Product Control EQ,PTF_536,CP_5155,Liability,42749571.43
JP0000005708,Future,CH,Treasury,Treasury Control,PTF_796,CP_7511,Asset,20664341.77
FR0000005718,Repo,DE,FX & Commodities,Operations Signoff,PTF_668,CP_8925,Liability,49425470.66
FR0000005728,CDS,IE,Wealth Management,Risk Management,PTF_853,CP_3262,Asset,37391970.68
JP0000005738,Equity,GB,Equities,Operations Signoff,PTF_510,CP_6544,Asset,8041096.77
US0000005748,Corp Bond,IT,Equities,Risk Management,PTF_714,CP_8133,Asset,3208702.42
GB0000005758,CDS,GB,Treasury,Product Control FI,PTF_841,CP_7296,Liability,30700209.71
FR0000005768,IRS Swap,LU,Treasury,Product Control FI,PTF_892,CP_3871,Liability,21951407.57
GB0000005778,Commercial Paper,JP,Equities,Product Control FI,PTF_902,CP_9364,Asset,30761423.34
US0000005788,CDS,FR,Wealth Management,Product Control FI,PTF_261,CP_2422,Liability,38984745.58
DE0000005798,Option,CA,Treasury,Product Control EQ,PTF_630,CP_1251,Asset,45959275.17
FR0000005808,IRS Swap,LU,Treasury,Operations Signoff,PTF_456,CP_6693,Liability,11318644.17
GB0000005818,Repo,ES,Structured Products,Operations Signoff,PTF_104,CP_5277,Asset,20359695.63
US0000005828,Commercial Paper,GB,Treasury,Treasury Control,PTF_448,CP_2917,Liability,43806271.75
FR0000005838,IRS Swap,LU,Structured Products,Risk Management,PTF_676,CP_8923,Asset,37874876.89
JP0000005848,Repo,ES,Treasury,Product Control FI,PTF_593,CP_2904,Liability,3382375.26
GB0000005858,FX Forward,IE,FX & Commodities,Risk Management,PTF_461,CP_9462,Asset,35042423.52
DE0000005868,FX Forward,JP,Fixed Income,Risk Management,PTF_789,CP_6603,Asset,27729802.44
GB0000005878,Repo,CH,FX & Commodities,Product Control EQ,PTF_687,CP_5408,Asset,47356169.86
GB0000005888,Repo,LU,Equities,Product Control EQ,PTF_853,CP_4965,Liability,10342897.72
GB0000005898,FX Forward,IT,Treasury,Treasury Control,PTF_259,CP_2747,Asset,46009805.54
JP0000005908,Future,US,Treasury,Product Control FI,PTF_968,CP_8901,Liability,31035270.4
JP0000005918,Future,IT,FX & Commodities,Risk Management,PTF_287,CP_9374,Liability,19896985.5
FR0000005928,Equity,US,Treasury,Risk Management,PTF_589,CP_9859,Asset,25126248.23
JP0000005938,Equity,AU,Fixed Income,Operations Signoff,PTF_571,CP_6171,Asset,595939.83
GB0000005948,Option,HK,Fixed Income,Treasury Control,PTF_470,CP_5254,Asset,27430427.2
GB0000005958,IRS Swap,AU,Treasury,Treasury Control,PTF_474,CP_4013,Liability,21200024.31
JP0000005968,CDS,CH,Structured Products,Treasury Control,PTF_561,CP_3947,Asset,48963726.23
GB0000005978,Corp Bond,LU,FX & Commodities,Product Control EQ,PTF_668,CP_8081,Liability,9807180.39
GB0000005988,Repo,IE,Fixed Income,Product Control EQ,PTF_531,CP_9185,Asset,49778110.71
FR0000005998,Commercial Paper,LU,FX & Commodities,Risk Management,PTF_407,CP_5111,Asset,19923103.08
GB0000006008,Govt Bond,FR,FX & Commodities,Risk Management,PTF_959,CP_2577,Liability,37230938.06
DE0000006018,CDS,CH,Treasury,Operations Signoff,PTF_929,CP_5222,Liability,996667.5
US0000006028,CDS,IT,Wealth Management,Operations Signoff,PTF_303,CP_9821,Asset,48968759.79
DE0000006038,CDS,CH,Wealth Management,Operations Signoff,PTF_599,CP_8322,Asset,19056644.57
DE0000006048,Repo,NL,Equities,Product Control EQ,PTF_755,CP_6527,Liability,31565514.05
FR0000006058,Option,IT,Fixed Income,Product Control FI,PTF_265,CP_6629,Asset,15677535.76
DE0000006068,IRS Swap,HK,Wealth Management,Risk Management,PTF_377,CP_8289,Liability,37396035.45
FR0000006078,Repo,CA,Equities,Product Control EQ,PTF_974,CP_1378,Asset,36389981.96
DE0000006088,Corp Bond,FR,Equities,Risk Management,PTF_205,CP_2565,Asset,46839999.12
JP0000006098,Commercial Paper,US,Fixed Income,Risk Management,PTF_636,CP_2363,Asset,13126300.95
GB0000006108,Corp Bond,NL,Structured Products,Treasury Control,PTF_334,CP_5053,Liability,22160805.54
GB0000006118,Equity,SG,Equities,Product Control FI,PTF_135,CP_6846,Liability,43212735.88
JP0000006128,Commercial Paper,ES,FX & Commodities,Operations Signoff,PTF_555,CP_3213,Asset,29543592.17
JP0000006138,Future,CA,Treasury,Operations Signoff,PTF_417,CP_6688,Liability,26985707.77
US0000006148,Repo,JP,FX & Commodities,Risk Management,PTF_366,CP_3551,Liability,532738.15
FR0000006158,Equity,CH,FX & Commodities,Risk Management,PTF_647,CP_1136,Liability,47348140.81
JP0000006168,IRS Swap,US,Structured Products,Treasury Control,PTF_711,CP_4788,Asset,27412868.73
GB0000006178,Option,ES,Treasury,Risk Management,PTF_504,CP_5094,Asset,35748324.46
JP0000006188,Option,FR,FX & Commodities,Product Control FI,PTF_532,CP_4924,Liability,14237419.35
FR0000006198,IRS Swap,CA,Equities,Product Control FI,PTF_286,CP_3238,Liability,5522265.74
JP0000006208,Future,AU,FX & Commodities,Operations Signoff,PTF_603,CP_4076,Liability,974672.89
US0000006218,Commercial Paper,US,Equities,Product Control FI,PTF_388,CP_5410,Asset,35761221.13
US0000006228,FX Forward,GB,Equities,Product Control FI,PTF_605,CP_4558,Liability,21015050.14
JP0000006238,CDS,AU,Wealth Management,Product Control FI,PTF_438,CP_2314,Asset,2806637.03
JP0000006248,Corp Bond,SG,Structured Products,Product Control EQ,PTF_296,CP_5097,Liability,41413461.11
US0000006258,FX Forward,CA,Structured Products,Product Control EQ,PTF_855,CP_1549,Asset,23044427.59
US0000006268,Commercial Paper,NL,Equities,Risk Management,PTF_498,CP_6113,Liability,7934778.76
US0000006278,Commercial Paper,SG,Fixed Income,Treasury Control,PTF_592,CP_5895,Asset,18024530.67
US0000006288,FX Forward,GB,Equities,Risk Management,PTF_432,CP_1246,Asset,39720547.92
FR0000006298,Corp Bond,CA,Equities,Product Control FI,PTF_143,CP_8786,Asset,18573076.17
US0000006308,FX Forward,DE,Structured Products,Product Control FI,PTF_802,CP_6544,Asset,2993457.7
GB0000006318,Commercial Paper,IE,Fixed Income,Product Control EQ,PTF_599,CP_4812,Liability,49083877.17
DE0000006328,Repo,LU,Equities,Product Control FI,PTF_805,CP_7189,Liability,36221335.9
DE0000006338,Govt Bond,AU,Wealth Management,Risk Management,PTF_672,CP_5828,Liability,9492842.93
GB0000006348,Commercial Paper,CH,FX & Commodities,Risk Management,PTF_381,CP_3627,Asset,26559215.83
JP0000006358,IRS Swap,IT,FX & Commodities,Operations Signoff,PTF_475,CP_8439,Asset,38797015.78
FR0000006368,Option,LU,Equities,Product Control FI,PTF_734,CP_6965,Asset,16038101.24
US0000006378,Commercial Paper,IT,Structured Products,Product Control EQ,PTF_636,CP_9151,Asset,30653896.92
DE0000006388,Option,NL,FX & Commodities,Product Control FI,PTF_198,CP_9572,Asset,2193644.29
GB0000006398,Equity,IT,Fixed Income,Product Control EQ,PTF_209,CP_8952,Asset,4942185.56
FR0000006408,Option,NL,Structured Products,Operations Signoff,PTF_738,CP_5193,Asset,18320869.23
FR0000006418,Corp Bond,US,Equities,Risk Management,PTF_952,CP_2310,Liability,40051992.35
US0000006428,CDS,SG,Wealth Management,Risk Management,PTF_941,CP_7046,Asset,41183030.1
DE0000006438,Commercial Paper,US,Wealth Management,Product Control FI,PTF_954,CP_5979,Asset,47230451.08
FR0000006448,Corp Bond,GB,Wealth Management,Product Control EQ,PTF_644,CP_7313,Asset,9660006.8
GB0000006458,Future,NL,Equities,Operations Signoff,PTF_867,CP_7802,Asset,38315339.58
FR0000006468,CDS,NL,Structured Products,Risk Management,PTF_206,CP_3733,Asset,27500523.5
FR0000006478,CDS,NL,Equities,Operations Signoff,PTF_714,CP_8258,Liability,45124736.11
FR0000006488,CDS,IT,FX & Commodities,Risk Management,PTF_882,CP_8054,Liability,30422626.45
FR0000006498,Commercial Paper,FR,Structured Products,Operations Signoff,PTF_862,CP_5162,Liability,48082780.52
JP0000006508,Option,US,Wealth Management,Product Control FI,PTF_391,CP_1267,Asset,49670633.42
DE0000006518,Govt Bond,JP,Equities,Product Control EQ,PTF_976,CP_6159,Asset,38577295.98
DE0000006528,Commercial Paper,SG,Treasury,Operations Signoff,PTF_685,CP_3534,Asset,1891626.32
DE0000006538,Equity,DE,FX & Commodities,Treasury Control,PTF_696,CP_5093,Asset,12815910.7
DE0000006548,Corp Bond,HK,Structured Products,Operations Signoff,PTF_322,CP_2264,Liability,39646245.19
GB0000006558,Repo,IT,Wealth Management,Operations Signoff,PTF_939,CP_2562,Liability,1873392.95
FR0000006568,Option,GB,Fixed Income,Treasury Control,PTF_456,CP_8115,Liability,46512652.97
US0000006578,FX Forward,LU,Wealth Management,Operations Signoff,PTF_111,CP_7266,Asset,15242645.73
US0000006588,CDS,SG,Treasury,Product Control EQ,PTF_434,CP_9231,Asset,7664108.14
JP0000006598,Repo,IE,Treasury,Operations Signoff,PTF_616,CP_2475,Asset,21599623.83
JP0000006608,Equity,DE,FX & Commodities,Product Control FI,PTF_587,CP_1807,Liability,13131586.04
JP0000006618,Commercial Paper,CA,Wealth Management,Product Control EQ,PTF_880,CP_3209,Liability,27967012.38
JP0000006628,Option,NL,Treasury,Product Control EQ,PTF_674,CP_9589,Asset,12119543.01
DE0000006638,Option,CH,Wealth Management,Operations Signoff,PTF_191,CP_2843,Liability,21179912.42
DE0000006648,FX Forward,CH,FX & Commodities,Operations Signoff,PTF_771,CP_1396,Liability,8466916.92
DE0000006658,Future,IT,Structured Products,Operations Signoff,PTF_249,CP_8216,Asset,46211039.28
GB0000006668,FX Forward,NL,FX & Commodities,Product Control EQ,PTF_875,CP_2405,Asset,36980383.59
GB0000006678,Future,ES,Equities,Treasury Control,PTF_114,CP_6624,Asset,15259376.91
JP0000006688,Govt Bond,CH,Equities,Operations Signoff,PTF_316,CP_4339,Liability,27442258.74
FR0000006698,Equity,LU,Wealth Management,Product Control FI,PTF_485,CP_9631,Asset,12776539.95
US0000006708,IRS Swap,FR,Wealth Management,Operations Signoff,PTF_377,CP_1869,Liability,32739619.8
US0000006718,Corp Bond,CA,Wealth Management,Treasury Control,PTF_778,CP_6901,Asset,958820.81
JP0000006728,FX Forward,CA,Treasury,Product Control FI,PTF_423,CP_8940,Asset,9324937.28
FR0000006738,Repo,SG,Wealth Management,Product Control FI,PTF_140,CP_5053,Liability,16681813.88
JP0000006748,Equity,US,FX & Commodities,Treasury Control,PTF_463,CP_5953,Asset,49799740.59
FR0000006758,IRS Swap,IE,Fixed Income,Treasury Control,PTF_999,CP_7343,Asset,47207114.23
DE0000006768,FX Forward,DE,FX & Commodities,Risk Management,PTF_772,CP_3248,Asset,36495833.75
FR0000006778,Future,IT,Wealth Management,Product Control EQ,PTF_527,CP_4938,Asset,21326117.53
DE0000006788,Future,CH,Structured Products,Operations Signoff,PTF_234,CP_4387,Asset,29053629.88
GB0000006798,Equity,JP,Wealth Management,Operations Signoff,PTF_238,CP_8046,Asset,32813306.49
FR0000006808,Equity,CH,Fixed Income,Operations Signoff,PTF_645,CP_2939,Asset,15883291.47
GB0000006818,Govt Bond,IE,FX & Commodities,Risk Management,PTF_521,CP_5970,Liability,37281758.45
DE0000006828,Equity,IE,Equities,Product Control FI,PTF_234,CP_4026,Asset,38123561.95
FR0000006838,Future,JP,Treasury,Operations Signoff,PTF_727,CP_4783,Asset,11549464.32
US0000006848,CDS,GB,Wealth Management,Risk Management,PTF_237,CP_9230,Liability,35602396.3
DE0000006858,Equity,IT,Structured Products,Risk Management,PTF_585,CP_3253,Asset,9667025.17
US0000006868,Option,IE,Fixed Income,Treasury Control,PTF_522,CP_4646,Asset,37890040.6
US0000006878,Equity,ES,Structured Products,Operations Signoff,PTF_601,CP_6323,Liability,44379907.86
JP0000006888,Option,IE,Fixed Income,Operations Signoff,PTF_852,CP_7232,Liability,19710564.68
FR0000006898,Future,SG,Treasury,Product Control FI,PTF_633,CP_2791,Liability,22847736.7
US0000006908,FX Forward,SG,Treasury,Risk Management,PTF_852,CP_1643,Liability,25808753.52
US0000006918,FX Forward,JP,Structured Products,Risk Management,PTF_411,CP_5684,Liability,8328497.65
DE0000006928,Future,ES,Fixed Income,Operations Signoff,PTF_245,CP_8595,Liability,4526588.18
FR0000006938,Corp Bond,DE,Treasury,Operations Signoff,PTF_238,CP_7440,Liability,16176429.32
US0000006948,Equity,AU,Treasury,Product Control EQ,PTF_565,CP_2477,Liability,16207118.63
GB0000006958,Corp Bond,GB,Fixed Income,Risk Management,PTF_749,CP_6946,Asset,26193246.22
JP0000006968,Commercial Paper,HK,Equities,Risk Management,PTF_663,CP_7235,Asset,38414174.89
DE0000006978,Future,IT,Wealth Management,Product Control EQ,PTF_266,CP_3369,Asset,38458994.04
US0000006988,Option,JP,FX & Commodities,Risk Management,PTF_395,CP_3960,Asset,44927602.96
GB0000006998,Govt Bond,HK,FX & Commodities,Product Control FI,PTF_569,CP_9153,Liability,27177340.47
US0000007008,Future,ES,Structured Products,Product Control EQ,PTF_322,CP_8794,Liability,20510517.53
US0000007018,Future,HK,Fixed Income,Product Control EQ,PTF_660,CP_5556,Asset,2450695.4
GB0000007028,Govt Bond,NL,FX & Commodities,Product Control FI,PTF_248,CP_1531,Liability,16558898.83
US0000007038,Govt Bond,GB,Structured Products,Product Control EQ,PTF_265,CP_5659,Asset,48314831.73
FR0000007048,CDS,ES,Fixed Income,Product Control FI,PTF_886,CP_5903,Liability,18431628.43
JP0000007058,Corp Bond,IE,Structured Products,Operations Signoff,PTF_166,CP_5797,Liability,6731616.72
DE0000007068,CDS,SG,Structured Products,Operations Signoff,PTF_314,CP_4425,Asset,5469565.21
FR0000007078,Corp Bond,AU,Wealth Management,Operations Signoff,PTF_907,CP_5705,Liability,30444186.12
DE0000007088,IRS Swap,SG,Treasury,Operations Signoff,PTF_462,CP_3125,Liability,25987691.48
JP0000007098,Repo,IE,Equities,Operations Signoff,PTF_338,CP_5759,Asset,84037.96
US0000007108,Repo,NL,Fixed Income,Product Control EQ,PTF_918,CP_7793,Liability,2279382.02
DE0000007118,Commercial Paper,IE,Wealth Management,Product Control EQ,PTF_111,CP_4296,Liability,12724604.02
US0000007128,IRS Swap,JP,Treasury,Operations Signoff,PTF_431,CP_1100,Asset,34293360.25
DE0000007138,Option,LU,Treasury,Operations Signoff,PTF_129,CP_3877,Asset,16529089.03
DE0000007148,Repo,ES,Structured Products,Product Control FI,PTF_761,CP_3224,Liability,7773537.5
JP0000007158,Commercial Paper,ES,FX & Commodities,Risk Management,PTF_902,CP_7782,Asset,41756111.27
DE0000007168,Future,LU,Wealth Management,Treasury Control,PTF_668,CP_9779,Asset,10417082.2
DE0000007178,CDS,GB,Equities,Treasury Control,PTF_960,CP_1510,Liability,49181020.35
FR0000007188,Equity,HK,Treasury,Risk Management,PTF_291,CP_2914,Liability,35264782.87
DE0000007198,Govt Bond,JP,Structured Products,Product Control FI,PTF_608,CP_4893,Liability,22598056.95
DE0000007208,FX Forward,SG,FX & Commodities,Product Control EQ,PTF_214,CP_7131,Asset,38890630.62
US0000007218,Repo,SG,Fixed Income,Risk Management,PTF_612,CP_3524,Asset,17009094.63
JP0000007228,Commercial Paper,JP,FX & Commodities,Product Control EQ,PTF_887,CP_2609,Asset,10263329.57
US0000007238,Repo,CA,Wealth Management,Operations Signoff,PTF_218,CP_1067,Liability,46617205.51
FR0000007248,Corp Bond,CH,Structured Products,Product Control FI,PTF_205,CP_9529,Liability,1128900.66
DE0000007258,FX Forward,CH,Equities,Product Control EQ,PTF_393,CP_5532,Liability,38640490.93
US0000007268,IRS Swap,DE,Equities,Treasury Control,PTF_217,CP_1249,Asset,10332836.09
DE0000007278,Commercial Paper,CH,FX & Commodities,Product Control EQ,PTF_821,CP_5641,Asset,8567892.4
DE0000007288,Future,ES,FX & Commodities,Operations Signoff,PTF_554,CP_1831,Asset,1454489.35
US0000007298,Corp Bond,CA,Fixed Income,Product Control FI,PTF_536,CP_7421,Asset,35235356.3
FR0000007308,Repo,HK,FX & Commodities,Treasury Control,PTF_440,CP_4246,Asset,48684226.04
JP0000007318,Future,DE,Fixed Income,Risk Management,PTF_199,CP_8464,Liability,34225476.35
JP0000007328,Repo,FR,Equities,Product Control EQ,PTF_981,CP_5227,Liability,19606885.53
DE0000007338,CDS,AU,Structured Products,Product Control FI,PTF_166,CP_8787,Asset,17575283.83
JP0000007348,Equity,JP,FX & Commodities,Operations Signoff,PTF_688,CP_3087,Asset,20287270.68
US0000007358,CDS,SG,Wealth Management,Product Control FI,PTF_911,CP_5949,Liability,20043819.66
JP0000007368,FX Forward,HK,Equities,Operations Signoff,PTF_262,CP_8903,Liability,3307666.43
GB0000007378,Future,CA,Structured Products,Operations Signoff,PTF_906,CP_6606,Asset,8658407.38
US0000007388,Future,IT,Structured Products,Product Control FI,PTF_706,CP_8584,Liability,27756609.62
JP0000007398,Equity,JP,Structured Products,Product Control FI,PTF_712,CP_2781,Liability,16373775.11
US0000007408,Corp Bond,FR,Equities,Operations Signoff,PTF_873,CP_1003,Asset,33045765.28
JP0000007418,Commercial Paper,JP,Structured Products,Operations Signoff,PTF_691,CP_8326,Asset,10287055.79
DE0000007428,IRS Swap,HK,Wealth Management,Treasury Control,PTF_545,CP_6640,Asset,29138435.26
FR0000007438,Commercial Paper,CA,Equities,Treasury Control,PTF_163,CP_7049,Asset,47161.49
FR0000007448,CDS,GB,FX & Commodities,Product Control FI,PTF_340,CP_8073,Liability,31262589.1
JP0000007458,Option,CA,Structured Products,Operations Signoff,PTF_316,CP_3841,Liability,6957747.94
FR0000007468,Option,IT,FX & Commodities,Risk Management,PTF_257,CP_5726,Asset,6718201.02
US0000007478,Govt Bond,DE,Wealth Management,Risk Management,PTF_773,CP_8155,Asset,4237748.9
JP0000007488,Repo,ES,Wealth Management,Operations Signoff,PTF_535,CP_3945,Liability,25473198.65
FR0000007498,Repo,CA,FX & Commodities,Product Control EQ,PTF_290,CP_7959,Asset,28899035.35
GB0000007508,Commercial Paper,JP,Structured Products,Operations Signoff,PTF_690,CP_7012,Asset,48911781.3
FR0000007518,Repo,LU,FX & Commodities,Product Control FI,PTF_694,CP_8889,Asset,7108663.56
FR0000007528,IRS Swap,AU,Treasury,Product Control FI,PTF_635,CP_2449,Asset,23625216.36
US0000007538,Commercial Paper,IE,Treasury,Treasury Control,PTF_727,CP_1864,Liability,26753987.91
US0000007548,Repo,AU,Treasury,Risk Management,PTF_687,CP_6431,Liability,17648962.51
DE0000007558,IRS Swap,DE,Fixed Income,Operations Signoff,PTF_867,CP_5981,Liability,3075581.07
JP0000007568,Future,DE,Treasury,Product Control FI,PTF_772,CP_5780,Asset,14344348.64
US0000007578,Equity,SG,Fixed Income,Treasury Control,PTF_358,CP_3171,Liability,13764479.66
DE0000007588,Govt Bond,LU,Fixed Income,Operations Signoff,PTF_278,CP_3476,Liability,18491492.66
GB0000007598,IRS Swap,IE,Wealth Management,Product Control EQ,PTF_596,CP_3962,Asset,17145685.53
US0000007608,Equity,HK,Equities,Risk Management,PTF_870,CP_7765,Liability,11901182.22
JP0000007618,Equity,FR,Treasury,Treasury Control,PTF_155,CP_5331,Asset,2630897.23
JP0000007628,Option,AU,FX & Commodities,Risk Management,PTF_864,CP_9724,Asset,18993140.7
JP0000007638,Repo,JP,Equities,Operations Signoff,PTF_991,CP_8122,Asset,14443167.15
JP0000007648,Option,NL,FX & Commodities,Operations Signoff,PTF_799,CP_1672,Asset,45886018.49
DE0000007658,Option,HK,Wealth Management,Treasury Control,PTF_443,CP_5429,Liability,40116806.46
DE0000007668,Future,CA,Structured Products,Product Control EQ,PTF_851,CP_4193,Liability,33887519.42
GB0000007678,CDS,SG,Fixed Income,Product Control FI,PTF_951,CP_2113,Asset,20565382.09
FR0000007688,Corp Bond,NL,Structured Products,Treasury Control,PTF_324,CP_5641,Liability,9658011.17
US0000007698,Future,GB,Fixed Income,Operations Signoff,PTF_772,CP_4552,Asset,35405214.92
US0000007708,Corp Bond,IT,Treasury,Product Control EQ,PTF_484,CP_4027,Asset,34784203.41
DE0000007718,IRS Swap,AU,Wealth Management,Product Control FI,PTF_754,CP_8429,Liability,38469109.7
DE0000007728,IRS Swap,DE,Fixed Income,Treasury Control,PTF_895,CP_2022,Liability,19432578.43
US0000007738,IRS Swap,IT,FX & Commodities,Product Control EQ,PTF_551,CP_2137,Liability,48971201.9
GB0000007748,Future,CA,Equities,Risk Management,PTF_211,CP_3357,Liability,10923232.98
US0000007758,Repo,LU,FX & Commodities,Product Control FI,PTF_135,CP_2194,Asset,28569371.27
DE0000007768,Repo,US,Structured Products,Product Control EQ,PTF_768,CP_1014,Asset,33231968.8
DE0000007778,Equity,LU,FX & Commodities,Risk Management,PTF_688,CP_1060,Liability,23909580.61
JP0000007788,Corp Bond,SG,Equities,Product Control FI,PTF_493,CP_8898,Asset,28364358.06
DE0000007798,CDS,NL,FX & Commodities,Risk Management,PTF_156,CP_2485,Liability,26733641.7
DE0000007808,Corp Bond,IT,Structured Products,Treasury Control,PTF_763,CP_4327,Asset,27726001.21
JP0000007818,FX Forward,JP,Wealth Management,Risk Management,PTF_209,CP_6886,Liability,4247699.92
JP0000007828,FX Forward,DE,Fixed Income,Product Control EQ,PTF_125,CP_4907,Liability,19441432.84
FR0000007838,IRS Swap,AU,Treasury,Risk Management,PTF_116,CP_1606,Liability,2807442.38
US0000007848,Option,GB,Equities,Operations Signoff,PTF_569,CP_9791,Asset,37053869.71
GB0000007858,Corp Bond,US,Wealth Management,Product Control EQ,PTF_600,CP_1312,Liability,45359408.01
FR0000007868,Govt Bond,FR,Wealth Management,Product Control EQ,PTF_114,CP_3822,Asset,45233594.22
US0000007878,Repo,HK,Equities,Operations Signoff,PTF_165,CP_2742,Asset,24859689.11
FR0000007888,FX Forward,GB,Equities,Risk Management,PTF_445,CP_7586,Liability,6044517.97
FR0000007898,Commercial Paper,DE,FX & Commodities,Product Control EQ,PTF_882,CP_1746,Asset,16778508.86
US0000007908,IRS Swap,DE,Structured Products,Product Control EQ,PTF_813,CP_7060,Asset,21935867.3
FR0000007918,Govt Bond,DE,Fixed Income,Operations Signoff,PTF_485,CP_3584,Asset,43981948.91
US0000007928,Govt Bond,US,Equities,Product Control FI,PTF_823,CP_5648,Liability,34676708.85
JP0000007938,Equity,FR,Equities,Treasury Control,PTF_635,CP_8379,Liability,11966491.68
GB0000007948,Future,LU,Fixed Income,Operations Signoff,PTF_284,CP_9190,Asset,31361446.74
DE0000007958,CDS,CA,Fixed Income,Operations Signoff,PTF_341,CP_4144,Asset,49330243.22
US0000007968,Future,CH,Treasury,Operations Signoff,PTF_324,CP_8605,Asset,13824947.06
GB0000007978,Corp Bond,IE,Equities,Risk Management,PTF_609,CP_3888,Asset,33508781.04
US0000007988,Govt Bond,NL,FX & Commodities,Treasury Control,PTF_314,CP_8121,Liability,16718059.99
JP0000007998,Govt Bond,GB,Wealth Management,Product Control FI,PTF_650,CP_3881,Asset,39275673.44
JP0000008008,Commercial Paper,GB,Fixed Income,Product Control EQ,PTF_838,CP_8287,Liability,20956218.38
DE0000008018,FX Forward,IE,Fixed Income,Treasury Control,PTF_333,CP_2606,Asset,36888704.56
GB0000008028,Option,ES,Equities,Product Control FI,PTF_582,CP_8936,Asset,44524989.75
GB0000008038,FX Forward,ES,Treasury,Risk Management,PTF_282,CP_7346,Liability,6824548.71
GB0000008048,CDS,JP,Equities,Treasury Control,PTF_230,CP_1525,Asset,14033804.72
US0000008058,Repo,AU,Structured Products,Product Control EQ,PTF_878,CP_6629,Asset,44321016.55
FR0000008068,Equity,IE,Wealth Management,Operations Signoff,PTF_274,CP_4763,Asset,20587748.64
FR0000008078,Repo,IT,Equities,Operations Signoff,PTF_584,CP_8581,Liability,730120.33
JP0000008088,FX Forward,FR,FX & Commodities,Risk Management,PTF_693,CP_4643,Asset,45688167.27
US0000008098,Option,US,Fixed Income,Risk Management,PTF_851,CP_9261,Asset,21287753.69
JP0000008108,Repo,IE,Wealth Management,Product Control FI,PTF_563,CP_9114,Asset,4159160.74
US0000008118,Option,FR,Equities,Treasury Control,PTF_402,CP_4916,Asset,801428.57
DE0000008128,Equity,LU,Structured Products,Operations Signoff,PTF_865,CP_1399,Liability,23190713.32
GB0000008138,Option,DE,FX & Commodities,Risk Management,PTF_820,CP_1022,Asset,19247039.0
DE0000008148,Commercial Paper,US,FX & Commodities,Risk Management,PTF_870,CP_5420,Asset,39385653.75
US0000008158,Future,ES,FX & Commodities,Product Control FI,PTF_627,CP_6963,Asset,5552772.35
DE0000008168,Repo,HK,Fixed Income,Treasury Control,PTF_475,CP_3871,Asset,28040106.64
GB0000008178,Equity,CH,Equities,Operations Signoff,PTF_216,CP_8839,Asset,37659909.05
GB0000008188,CDS,CH,FX & Commodities,Operations Signoff,PTF_796,CP_7929,Liability,2727727.55
DE0000008198,CDS,AU,Structured Products,Operations Signoff,PTF_639,CP_3010,Liability,35492715.31
FR0000008208,IRS Swap,AU,Treasury,Treasury Control,PTF_919,CP_2075,Asset,44595701.15
JP0000008218,Corp Bond,GB,Structured Products,Product Control EQ,PTF_395,CP_2260,Asset,8242487.01
US0000008228,Equity,AU,Equities,Product Control EQ,PTF_633,CP_1371,Liability,20829750.26
FR0000008238,Equity,AU,FX & Commodities,Risk Management,PTF_554,CP_1351,Liability,9457087.63
US0000008248,FX Forward,IT,Treasury,Treasury Control,PTF_521,CP_6616,Liability,24309988.84
FR0000008258,Commercial Paper,AU,Structured Products,Treasury Control,PTF_680,CP_3161,Liability,8590997.59
DE0000008268,FX Forward,AU,FX & Commodities,Treasury Control,PTF_888,CP_1775,Asset,17659279.16
JP0000008278,Equity,HK,Equities,Operations Signoff,PTF_392,CP_3986,Asset,41967387.19
